         2011094 function calls (1975504 primitive calls) in 3.133 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 case.py:298(_OrderedChainMap)
        1    0.000    0.000    0.000    0.000 case.py:308(TestCase)
        1    0.000    0.000    0.000    0.000 case.py:33(_ShouldStop)
        4    0.000    0.000    0.000    0.000 case.py:351(__init_subclass__)
        1    0.000    0.000    0.000    0.000 case.py:357(__init__)
        1    0.000    0.000    0.000    0.000 case.py:38(_UnexpectedSuccess)
        6    0.000    0.000    0.000    0.000 case.py:389(addTypeEqualityFunc)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
        1    0.000    0.000    0.004    0.004 category.py:1(<module>)
        1    0.000    0.000    0.000    0.000 category.py:119(StrCategoryLocator)
        1    0.000    0.000    0.000    0.000 category.py:139(StrCategoryFormatter)
        1    0.000    0.000    0.000    0.000 category.py:169(UnitData)
        1    0.000    0.000    0.000    0.000 category.py:26(StrCategoryConverter)
        1    0.000    0.000    0.001    0.001 cb_rules.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cbc_conif.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cbc_conif.py:27(CBC)
        1    0.000    0.000    0.000    0.000 cbc_conif.py:56(name)
        1    0.000    0.000    0.000    0.000 cbc_conif.py:61(import_solver)
        1    0.000    0.000    0.059    0.059 cbook.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cbook.py:115(_StrongRef)
        1    0.000    0.000    0.000    0.000 cbook.py:1305(<dictcomp>)
       29    0.000    0.000    0.000    0.000 cbook.py:1347(_to_unmasked_float_array)
        1    0.000    0.000    0.000    0.000 cbook.py:143(_UnhashDict)
       24    0.000    0.000    0.000    0.000 cbook.py:1860(_str_equal)
       50    0.000    0.000    0.000    0.000 cbook.py:1871(_str_lower_equal)
        1    0.000    0.000    0.000    0.000 cbook.py:198(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 cbook.py:2064(_OrderedSet)
        1    0.000    0.000    0.000    0.000 cbook.py:35(_ExceptionInfo)
        1    0.000    0.000    0.000    0.000 cbook.py:396(silent_list)
     2703    0.001    0.000    0.002    0.000 cbook.py:468(_strip_comment)
        1    0.000    0.000    0.000    0.000 cbook.py:597(_get_data_path)
        1    0.000    0.000    0.000    0.000 cbook.py:628(_Stack)
        1    0.000    0.000    0.000    0.000 cbook.py:766(Grouper)
        5    0.000    0.000    0.000    0.000 cbook.py:800(__init__)
        5    0.000    0.000    0.000    0.000 cbook.py:802(<dictcomp>)
        1    0.000    0.000    0.000    0.000 cbook.py:877(GrouperView)
        1    0.000    0.000    0.000    0.000 ceil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ceil.py:102(floor)
        1    0.000    0.000    0.000    0.000 ceil.py:25(ceil)
        1    0.000    0.000    0.000    0.000 cfuncs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chain.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chain.py:5(Chain)
        1    0.000    0.000    0.001    0.001 charset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1920(Chebyshev)
        1    0.000    0.000    0.000    0.000 ckdtree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 clarabel_conif.py:1(<module>)
        1    0.000    0.000    0.000    0.000 clarabel_conif.py:128(CLARABEL)
        1    0.000    0.000    0.000    0.000 clarabel_conif.py:153(name)
        1    0.000    0.000    0.001    0.001 clarabel_conif.py:158(import_solver)
        1    0.000    0.000    0.002    0.002 cli.py:1(<module>)
        1    0.000    0.000    0.010    0.010 cm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cm.py:100(__iter__)
        1    0.000    0.000    0.003    0.003 cm.py:32(_gen_cmap_registry)
        1    0.000    0.000    0.000    0.000 cm.py:66(ColormapRegistry)
        3    0.000    0.000    0.000    0.000 cm.py:90(__init__)
      180    0.000    0.000    0.000    0.000 cm.py:94(__getitem__)
        1    0.000    0.000    0.000    0.000 cobyla.py:1(<module>)
        1    0.000    0.000    0.000    0.000 codata.py:1(<module>)
       33    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
       33    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
      108    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.000    0.000 coeff_extractor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coeff_extractor.py:36(CoeffExtractor)
        1    0.000    0.000    0.035    0.035 collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1011(PathCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1179(PolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1260(FillBetweenPolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1502(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1568(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1573(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1578(LineCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1764(EventCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1947(CircleCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1967(EllipseCollection)
        1    0.000    0.000    0.000    0.000 collections.py:2075(PatchCollection)
        1    0.000    0.000    0.000    0.000 collections.py:2135(TriMesh)
        1    0.000    0.000    0.000    0.000 collections.py:2198(_MeshData)
        1    0.000    0.000    0.000    0.000 collections.py:2352(QuadMesh)
        1    0.000    0.000    0.000    0.000 collections.py:2465(PolyQuadMesh)
        1    0.000    0.000    0.000    0.000 collections.py:28(Collection)
        1    0.000    0.000    0.000    0.000 collections.py:964(_CollectionWithSizes)
        1    0.000    0.000    0.103    0.103 colorbar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colorbar.py:124(_ColorbarSpine)
        1    0.000    0.000    0.000    0.000 colorbar.py:147(_ColorbarAxesLocator)
        1    0.000    0.000    0.000    0.000 colorbar.py:196(Colorbar)
        1    0.000    0.000    0.005    0.005 colorizer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colorizer.py:325(_ColorizerInterface)
        1    0.000    0.000    0.000    0.000 colorizer.py:38(Colorizer)
        1    0.000    0.000    0.000    0.000 colorizer.py:506(_ScalarMappable)
        1    0.000    0.000    0.000    0.000 colorizer.py:642(ColorizingArtist)
        1    0.000    0.000    0.023    0.023 colors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:1003(LinearSegmentedColormap)
      137    0.000    0.000    0.000    0.000 colors.py:1012(__init__)
       39    0.000    0.000    0.002    0.000 colors.py:1081(from_list)
       67    0.000    0.000    0.001    0.000 colors.py:1134(reversed)
       67    0.000    0.000    0.001    0.000 colors.py:1153(<dictcomp>)
      195    0.001    0.000    0.001    0.000 colors.py:1155(<listcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:1166(ListedColormap)
       46    0.000    0.000    0.000    0.000 colors.py:1194(__init__)
       23    0.000    0.000    0.000    0.000 colors.py:1234(reversed)
        1    0.000    0.000    0.000    0.000 colors.py:1261(MultivarColormap)
        3    0.000    0.000    0.000    0.000 colors.py:1266(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:137(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:1514(BivarColormap)
        3    0.000    0.000    0.000    0.000 colors.py:1522(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:2016(SegmentedBivarColormap)
        3    0.000    0.000    0.000    0.000 colors.py:2046(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:2066(BivarColormapFromImage)
        1    0.000    0.000    0.000    0.000 colors.py:2119(Normalize)
      891    0.000    0.000    0.000    0.000 colors.py:219(_is_nth_color)
      429    0.000    0.000    0.005    0.000 colors.py:224(is_color_like)
        1    0.000    0.000    0.000    0.000 colors.py:2350(TwoSlopeNorm)
        1    0.000    0.000    0.000    0.000 colors.py:2445(CenteredNorm)
        8    0.000    0.000    0.000    0.000 colors.py:2563(make_norm_from_scale)
        4    0.000    0.000    0.000    0.000 colors.py:2612(_make_norm_from_scale)
        4    0.000    0.000    0.000    0.000 colors.py:2630(Norm)
        1    0.000    0.000    0.000    0.000 colors.py:2729(FuncNorm)
        1    0.000    0.000    0.000    0.000 colors.py:2772(SymLogNorm)
      462    0.000    0.000    0.005    0.000 colors.py:278(to_rgba)
        1    0.000    0.000    0.000    0.000 colors.py:2810(AsinhNorm)
        1    0.000    0.000    0.000    0.000 colors.py:2842(PowerNorm)
        1    0.000    0.000    0.000    0.000 colors.py:2930(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 colors.py:3058(NoNorm)
        1    0.000    0.000    0.000    0.000 colors.py:3231(LightSource)
      186    0.000    0.000    0.005    0.000 colors.py:325(_to_rgba_no_colorcycle)
      488    0.000    0.000    0.000    0.000 colors.py:358(<genexpr>)
       51    0.000    0.000    0.000    0.000 colors.py:404(<genexpr>)
       55    0.000    0.000    0.000    0.000 colors.py:414(<genexpr>)
       39    0.000    0.000    0.001    0.000 colors.py:419(to_rgba_array)
       39    0.000    0.000    0.000    0.000 colors.py:507(<setcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:563(ColorConverter)
        1    0.000    0.000    0.000    0.000 colors.py:61(_ColorMapping)
        1    0.000    0.000    0.000    0.000 colors.py:62(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:680(Colormap)
      183    0.000    0.000    0.000    0.000 colors.py:692(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:78(<dictcomp>)
      184    0.000    0.000    0.000    0.000 colors.py:815(__copy__)
        1    0.000    0.000    0.000    0.000 colors.py:83(<dictcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:98(ColorSequenceRegistry)
      184    0.000    0.000    0.000    0.000 colors.py:998(copy)
        3    0.000    0.000    0.005    0.002 common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:137(OdeSolution)
        1    0.000    0.000    0.000    0.000 common.py:432(<listcomp>)
        1    0.000    0.000    0.005    0.005 common.py:8(pyparsing_common)
        1    0.000    0.000    0.000    0.000 common_rules.py:1(<module>)
        1    0.000    0.000    0.002    0.002 compiler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compiler.py:1386(_FinalizeInfo)
        1    0.000    0.000    0.000    0.000 compiler.py:157(MacroRef)
        1    0.000    0.000    0.000    0.000 compiler.py:165(Frame)
        1    0.000    0.000    0.000    0.000 compiler.py:248(VisitorExit)
        1    0.000    0.000    0.000    0.000 compiler.py:252(DependencyFinderVisitor)
        1    0.000    0.000    0.000    0.000 compiler.py:271(UndeclaredNameVisitor)
        1    0.000    0.000    0.000    0.000 compiler.py:293(CompilerExit)
        1    0.000    0.000    0.000    0.000 compiler.py:300(CodeGenerator)
       20    0.000    0.000    0.000    0.000 compiler.py:45(optimizeconst)
        9    0.000    0.000    0.000    0.000 compiler.py:61(_make_binop)
        3    0.000    0.000    0.000    0.000 compiler.py:82(_make_unop)
        1    0.000    0.000    0.002    0.002 complex2real.py:1(<module>)
        1    0.000    0.000    0.000    0.000 complex2real.py:40(Complex2Real)
        1    0.000    0.000    0.000    0.000 compr_matrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 concatenate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 concatenate.py:32(Concatenate)
        1    0.000    0.000    0.000    0.000 condition_number.py:1(<module>)
        1    0.000    0.000    0.000    0.000 condition_number.py:24(condition_number)
        1    0.000    0.000    0.001    0.001 cone_matrix_stuffing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cone_matrix_stuffing.py:128(ParamConeProg)
        1    0.000    0.000    0.000    0.000 cone_matrix_stuffing.py:303(ConeMatrixStuffing)
        1    0.000    0.000    0.000    0.000 cone_matrix_stuffing.py:55(ConeDims)
        1    0.000    0.000    0.000    0.000 cones.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cones.py:20(Cone)
        1    0.000    0.000    0.000    0.000 conic_solver.py:1(<module>)
        1    0.000    0.000    0.000    0.000 conic_solver.py:35(LinearOperator)
        1    0.000    0.000    0.000    0.000 conic_solver.py:47(IdentityOperator)
        1    0.000    0.000    0.000    0.000 conic_solver.py:54(NegativeIdentityOperator)
        1    0.000    0.000    0.000    0.000 conic_solver.py:99(ConicSolver)
        1    0.000    0.000    0.000    0.000 conj.py:1(<module>)
        1    0.000    0.000    0.000    0.000 conj.py:26(conj)
        1    0.000    0.000    0.000    0.000 constant.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constant.py:34(Constant)
        2    0.000    0.000    0.000    0.000 constant_canon.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constant_solver.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constant_solver.py:6(ConstantSolver)
        2    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:24(_SendfileMode)
        1    0.000    0.000    0.000    0.000 constraint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constraint.py:26(Constraint)
        1    0.000    0.000    0.000    0.000 construct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 container.py:109(StemContainer)
        1    0.000    0.000    0.000    0.000 container.py:42(BarContainer)
        1    0.000    0.000    0.000    0.000 container.py:5(Container)
        1    0.000    0.000    0.000    0.000 container.py:77(ErrorbarContainer)
        1    0.000    0.000    0.001    0.001 containers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 containers.py:175(CastedDict)
        1    0.000    0.000    0.000    0.000 containers.py:218(LazyCastedDict)
        1    0.000    0.000    0.000    0.000 containers.py:332(UniqueList)
        1    0.000    0.000    0.000    0.000 containers.py:516(SliceableDeque)
        1    0.000    0.000    0.000    0.000 containers.py:93(CastedDictBase)
        1    0.000    0.000    0.001    0.001 context.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 context.py:20(TimeoutError)
        1    0.000    0.000    0.000    0.000 context.py:203(reducer)
        1    0.000    0.000    0.000    0.000 context.py:220(Process)
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 context.py:230(DefaultContext)
        1    0.000    0.000    0.000    0.000 context.py:233(__init__)
        1    0.000    0.000    0.000    0.000 context.py:276(ForkProcess)
        1    0.000    0.000    0.000    0.000 context.py:283(SpawnProcess)
        1    0.000    0.000    0.000    0.000 context.py:295(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 context.py:302(ForkContext)
        1    0.000    0.000    0.000    0.000 context.py:306(SpawnContext)
        1    0.000    0.000    0.000    0.000 context.py:310(ForkServerContext)
       33    0.000    0.000    0.000    0.000 contextlib.py:102(__init__)
       33    0.000    0.000    0.000    0.000 contextlib.py:130(__enter__)
       33    0.000    0.000    0.000    0.000 contextlib.py:139(__exit__)
       33    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
       33    0.000    0.000    0.000    0.000 contextlib.py:279(helper)
      159    0.000    0.000    0.000    0.000 contextlib.py:420(__init__)
      159    0.000    0.000    0.000    0.000 contextlib.py:423(__enter__)
      159    0.000    0.000    0.000    0.000 contextlib.py:426(__exit__)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
        1    0.000    0.000    0.001    0.001 contingency.py:1(<module>)
        1    0.000    0.000    0.064    0.064 contour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contour.py:1277(QuadContourSet)
        1    0.000    0.000    0.000    0.000 contour.py:551(ContourSet)
        1    0.000    0.000    0.000    0.000 contour.py:58(ContourLabeler)
        1    0.000    0.000    0.000    0.000 conv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 conv.py:137(convolve)
        1    0.000    0.000    0.000    0.000 conv.py:31(conv)
        1    0.000    0.000    0.000    0.000 converters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coo_array_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 copt_conif.py:1(<module>)
        1    0.000    0.000    0.000    0.000 copt_conif.py:42(COPT)
        1    0.000    0.000    0.000    0.000 copt_conif.py:73(name)
        1    0.000    0.000    0.000    0.000 copt_conif.py:79(import_solver)
        1    0.000    0.000    0.000    0.000 copt_qpif.py:1(<module>)
        1    0.000    0.000    0.000    0.000 copt_qpif.py:12(COPT)
        1    0.000    0.000    0.000    0.000 copt_qpif.py:36(name)
        1    0.000    0.000    0.000    0.000 copt_qpif.py:42(import_solver)
  2877/73    0.002    0.000    0.004    0.000 copy.py:128(deepcopy)
     1715    0.000    0.000    0.000    0.000 copy.py:182(_deepcopy_atomic)
     1008    0.000    0.000    0.001    0.000 copy.py:201(_deepcopy_list)
   154/73    0.001    0.000    0.004    0.000 copy.py:227(_deepcopy_dict)
     1162    0.000    0.000    0.001    0.000 copy.py:243(_keep_alive)
      443    0.000    0.000    0.001    0.000 copy.py:259(_reconstruct)
      443    0.001    0.000    0.002    0.000 copy.py:66(copy)
      443    0.000    0.000    0.000    0.000 copyreg.py:100(__newobj__)
       16    0.000    0.000    0.000    0.000 copyreg.py:109(_slotnames)
        6    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        3    0.000    0.000    0.025    0.008 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1022(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:103(__diag__)
       22    0.000    0.000    0.000    0.000 core.py:1030(reset_cache)
       18    0.000    0.000    0.000    0.000 core.py:1042(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1103(enable_packrat)
       14    0.000    0.000    0.001    0.000 core.py:113(doc_note)
        1    0.000    0.000    0.000    0.000 core.py:115(<listcomp>)
       12    0.000    0.000    0.003    0.000 core.py:1152(parse_string)
        1    0.000    0.000    0.000    0.000 core.py:116(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:117(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:1170(_DomainedBinaryOperation)
        6    0.000    0.000    0.000    0.000 core.py:1191(__init__)
        1    0.000    0.000    0.000    0.000 core.py:125(Diagnostics)
       49    0.000    0.000    0.000    0.000 core.py:129(get_object_signature)
        1    0.000    0.000    0.000    0.000 core.py:1328(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 core.py:1360(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 core.py:1374(make_mask_descr)
        3    0.000    0.000    0.000    0.000 core.py:1408(getmask)
       64    0.000    0.000    0.004    0.000 core.py:1449(__add__)
        1    0.000    0.000    0.000    0.000 core.py:146(MAError)
        7    0.000    0.000    0.000    0.000 core.py:1485(__radd__)
        4    0.000    0.000    0.000    0.000 core.py:1518(__mul__)
        1    0.000    0.000    0.000    0.000 core.py:154(MaskError)
        9    0.000    0.000    0.000    0.000 core.py:1550(<genexpr>)
     12/2    0.000    0.000    0.000    0.000 core.py:1578(makeOptionalList)
       15    0.000    0.000    0.002    0.000 core.py:1601(__or__)
        3    0.000    0.000    0.000    0.000 core.py:1627(__xor__)
        3    0.000    0.000    0.000    0.000 core.py:1667(__invert__)
        9    0.000    0.000    0.000    0.000 core.py:1737(__call__)
        3    0.000    0.000    0.000    0.000 core.py:1757(suppress)
      161    0.000    0.000    0.000    0.000 core.py:1774(leave_whitespace)
      133    0.000    0.000    0.000    0.000 core.py:1785(set_whitespace_chars)
        1    0.000    0.000    0.000    0.000 core.py:184(_should_enable_warnings)
        1    0.000    0.000    0.000    0.000 core.py:190(update_user_library)
  208/115    0.000    0.000    0.001    0.000 core.py:1910(default_name)
       59    0.000    0.000    0.000    0.000 core.py:1922(set_name)
  278/178    0.000    0.000    0.001    0.000 core.py:1947(name)
   193/93    0.000    0.000    0.000    0.000 core.py:1956(__str__)
       85    0.000    0.000    0.000    0.000 core.py:1962(streamline)
       34    0.000    0.000    0.000    0.000 core.py:1967(recurse)
        2    0.000    0.000    0.010    0.005 core.py:198(read_style_directory)
      135    0.000    0.000    0.000    0.000 core.py:2016(__eq__)
      156    0.000    0.000    0.000    0.000 core.py:2025(__hash__)
        1    0.000    0.000    0.000    0.000 core.py:209(update_nested_dict)
        1    0.000    0.000    0.000    0.000 core.py:212(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:213(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:216(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:217(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:230(reload_library)
        1    0.000    0.000    0.000    0.000 core.py:2362(_PendingSkip)
        1    0.000    0.000    0.000    0.000 core.py:238(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:2403(Token)
       92    0.000    0.000    0.000    0.000 core.py:2408(__init__)
        1    0.000    0.000    0.000    0.000 core.py:241(_ParseActionIndexError)
        1    0.000    0.000    0.000    0.000 core.py:2415(NoMatch)
        1    0.000    0.000    0.000    0.000 core.py:2420(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2430(Literal)
        1    0.000    0.000    0.000    0.000 core.py:2438(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2444(__init__)
      162    0.000    0.000    0.000    0.000 core.py:2446(__new__)
      122    0.000    0.000    0.000    0.000 core.py:2459(__getnewargs__)
       40    0.000    0.000    0.000    0.000 core.py:2462(__init__)
       49    0.000    0.000    0.000    0.000 core.py:2472(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 core.py:2483(Empty)
        3    0.000    0.000    0.000    0.000 core.py:2488(__init__)
        3    0.000    0.000    0.000    0.000 core.py:2493(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 core.py:2500(_SingleCharLiteral)
       54    0.000    0.000    0.000    0.000 core.py:2501(parseImpl)
        1    0.000    0.000    0.000    0.000 core.py:2510(Keyword)
       19    0.000    0.000    0.001    0.000 core.py:257(_trim_arity)
        7    0.000    0.000    0.000    0.000 core.py:2611(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:2627(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 core.py:2654(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 core.py:2656(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:2679(CloseMatch)
        1    0.000    0.000    0.000    0.000 core.py:2766(MaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:2766(Word)
       12    0.000    0.000    0.000    0.000 core.py:277(wrapper)
        7    0.000    0.000    0.002    0.000 core.py:2833(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2879(__new__)
        8    0.000    0.000    0.001    0.000 core.py:2951(_generateDefaultName)
       11    0.000    0.000    0.001    0.000 core.py:2952(charsAsStr)
        1    0.000    0.000    0.000    0.000 core.py:3017(Char)
        2    0.000    0.000    0.000    0.000 core.py:3024(_update_from)
        1    0.000    0.000    0.000    0.000 core.py:3039(Regex)
        2    0.000    0.000    0.000    0.000 core.py:3050(__array_finalize__)
       35    0.000    0.000    0.000    0.000 core.py:3064(__init__)
    42/21    0.000    0.000    0.004    0.000 core.py:3119(re)
        6    0.000    0.000    0.000    0.000 core.py:3142(re_match)
       46    0.000    0.000    0.004    0.000 core.py:3146(mayReturnEmpty)
       44    0.000    0.000    0.000    0.000 core.py:3157(_generateDefaultName)
       58    0.000    0.000    0.000    0.000 core.py:3161(parseImpl)
        1    0.000    0.000    0.000    0.000 core.py:3203(view)
        1    0.000    0.000    0.000    0.000 core.py:321(condition_as_parse_action)
        1    0.000    0.000    0.000    0.000 core.py:3237(QuotedString)
        1    0.000    0.000    0.000    0.000 core.py:3473(CharsNotIn)
        4    0.000    0.000    0.000    0.000 core.py:3493(dtype)
        1    0.000    0.000    0.000    0.000 core.py:3494(__init__)
        2    0.000    0.000    0.000    0.000 core.py:3509(shape)
        2    0.000    0.000    0.000    0.000 core.py:3529(_generateDefaultName)
        4    0.000    0.000    0.000    0.000 core.py:3536(parseImpl)
        1    0.000    0.000    0.000    0.000 core.py:3553(White)
        1    0.000    0.000    0.000    0.000 core.py:3589(__init__)
       22    0.000    0.000    0.000    0.000 core.py:3595(<genexpr>)
        2    0.000    0.000    0.000    0.000 core.py:3613(_generateDefaultName)
        6    0.000    0.000    0.000    0.000 core.py:3614(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:3632(PositionToken)
        7    0.000    0.000    0.000    0.000 core.py:3633(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3639(GoToColumn)
        1    0.000    0.000    0.000    0.000 core.py:3673(LineStart)
        1    0.000    0.000    0.000    0.000 core.py:3696(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3722(LineEnd)
        3    0.000    0.000    0.000    0.000 core.py:3727(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3745(StringStart)
        1    0.000    0.000    0.000    0.000 core.py:3750(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3762(StringEnd)
        2    0.000    0.000    0.000    0.000 core.py:3767(__init__)
       10    0.000    0.000    0.000    0.000 core.py:3771(parseImpl)
        1    0.000    0.000    0.000    0.000 core.py:3782(WordStart)
        1    0.000    0.000    0.000    0.000 core.py:3810(WordEnd)
        1    0.000    0.000    0.000    0.000 core.py:3839(Tag)
        1    0.000    0.000    0.000    0.000 core.py:3882(ParseExpression)
       83    0.000    0.000    0.001    0.000 core.py:3887(__init__)
        1    0.000    0.000    0.001    0.001 core.py:389(ParserElement)
      254    0.000    0.000    0.000    0.000 core.py:3902(<genexpr>)
       21    0.000    0.000    0.000    0.000 core.py:3915(recurse)
     59/7    0.000    0.000    0.002    0.000 core.py:3923(leave_whitespace)
       59    0.000    0.000    0.002    0.000 core.py:3931(<listcomp>)
     30/4    0.000    0.000    0.001    0.000 core.py:3963(streamline)
   129/61    0.000    0.000    0.002    0.000 core.py:4015(copy)
   129/61    0.000    0.000    0.002    0.000 core.py:4018(<listcomp>)
        2    0.000    0.000    0.000    0.000 core.py:4021(_setResultsName)
        1    0.000    0.000    0.000    0.000 core.py:4055(And)
        1    0.000    0.000    0.000    0.000 core.py:4073(_ErrorStop)
       65    0.000    0.000    0.004    0.000 core.py:4081(__init__)
       65    0.000    0.000    0.000    0.000 core.py:4087(<listcomp>)
      141    0.000    0.000    0.003    0.000 core.py:4109(<genexpr>)
     22/3    0.000    0.000    0.001    0.000 core.py:4122(streamline)
       44    0.000    0.000    0.000    0.000 core.py:4124(<genexpr>)
       58    0.000    0.000    0.000    0.000 core.py:4169(<genexpr>)
    72/12    0.000    0.000    0.002    0.000 core.py:4172(parseImpl)
       22    0.000    0.000    0.000    0.000 core.py:4215(_generateDefaultName)
       78    0.000    0.000    0.000    0.000 core.py:4216(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:4223(Or)
        3    0.000    0.000    0.000    0.000 core.py:4241(__init__)
        9    0.000    0.000    0.000    0.000 core.py:4246(<genexpr>)
        9    0.000    0.000    0.000    0.000 core.py:4247(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:4381(MatchFirst)
       15    0.000    0.000    0.002    0.000 core.py:4399(__init__)
       44    0.000    0.000    0.001    0.000 core.py:4404(<genexpr>)
       44    0.000    0.000    0.000    0.000 core.py:4405(<genexpr>)
     10/4    0.000    0.000    0.000    0.000 core.py:4409(streamline)
       26    0.000    0.000    0.000    0.000 core.py:4415(<genexpr>)
