         2011094 function calls (1975504 primitive calls) in 3.133 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:59(Sectioned)
        1    0.000    0.000    0.000    0.000 __init__.py:590(get_data_path)
        1    0.000    0.000    0.000    0.000 __init__.py:596(matplotlib_fname)
        4    0.000    0.000    0.000    0.000 __init__.py:617(gen_candidates)
       19    0.000    0.000    0.000    0.000 __init__.py:62(_process_keys)
        1    0.000    0.000    0.000    0.000 __init__.py:646(levy_stable_gen)
       11    0.000    0.000    0.000    0.000 __init__.py:65(check_isinstance)
        1    0.000    0.000    0.000    0.000 __init__.py:653(RcParams)
       61    0.000    0.000    0.000    0.000 __init__.py:66(<listcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:66(decorator)
        1    0.000    0.000    0.000    0.000 __init__.py:663(<listcomp>)
       61    0.000    0.000    0.000    0.000 __init__.py:67(<listcomp>)
       33    0.000    0.000    0.000    0.000 __init__.py:675(__init__)
     1299    0.000    0.000    0.000    0.000 __init__.py:678(_set)
       61    0.001    0.000    0.003    0.000 __init__.py:69(Enum)
        1    0.000    0.000    0.000    0.000 __init__.py:69(ProjectionRegistry)
      807    0.000    0.000    0.000    0.000 __init__.py:698(_get)
        1    0.000    0.000    0.000    0.000 __init__.py:702(BufferingFormatter)
        3    0.000    0.000    0.000    0.000 __init__.py:719(_update_raw)
        1    0.000    0.000    0.000    0.000 __init__.py:72(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:723(DistributionFinder)
        1    0.000    0.000    0.000    0.000 __init__.py:728(Context)
        1    0.000    0.000    0.000    0.000 __init__.py:736(_ensure_has_backend)
        1    0.000    0.000    0.000    0.000 __init__.py:744(Filter)
        3    0.000    0.000    0.000    0.000 __init__.py:746(__init__)
      977    0.001    0.000    0.014    0.000 __init__.py:748(__setitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:749(path)
        2    0.000    0.000    0.000    0.000 __init__.py:75(register)
        7    0.000    0.000    0.000    0.000 __init__.py:76(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 __init__.py:771(FastPath)
        8    0.000    0.000    0.000    0.000 __init__.py:777(__new__)
      484    0.000    0.000    0.000    0.000 __init__.py:778(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:78(UnidentifiedImageError)
        1    0.000    0.000    0.000    0.000 __init__.py:781(Filterer)
        8    0.000    0.000    0.000    0.000 __init__.py:781(__init__)
      165    0.000    0.000    0.002    0.000 __init__.py:784(joinpath)
        1    0.000    0.000    0.000    0.000 __init__.py:785(_load_libsf_error_state)
       39    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:787(children)
       33    0.000    0.000    0.000    0.000 __init__.py:79(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:794(zip_children)
        1    0.000    0.000    0.000    0.000 __init__.py:8(_SubplotBaseMeta)
        1    0.000    0.000    0.000    0.000 __init__.py:801(_get_backend_or_none)
        8    0.000    0.000    0.003    0.000 __init__.py:801(search)
        8    0.000    0.000    0.000    0.000 __init__.py:804(mtime)
        8    0.000    0.000    0.003    0.000 __init__.py:810(lookup)
        1    0.000    0.000    0.000    0.000 __init__.py:815(Lookup)
        8    0.000    0.000    0.003    0.000 __init__.py:816(__init__)
      323    0.000    0.000    0.000    0.000 __init__.py:818(__iter__)
        8    0.000    0.000    0.000    0.000 __init__.py:837(search)
        1    0.000    0.000    0.000    0.000 __init__.py:84(Markup)
        1    0.000    0.000    0.000    0.000 __init__.py:842(copy)
        1    0.000    0.000    0.000    0.000 __init__.py:85(get_projection_names)
        1    0.000    0.000    0.000    0.000 __init__.py:851(Prepared)
        2    0.000    0.000    0.000    0.000 __init__.py:853(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 __init__.py:859(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:863(Handler)
       62    0.000    0.000    0.000    0.000 __init__.py:866(_open_file_or_url)
      166    0.000    0.000    0.000    0.000 __init__.py:866(normalize)
        2    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:873(legacy_normalize)
       16    0.000    0.000    0.000    0.000 __init__.py:881(__bool__)
     1890    0.000    0.000    0.000    0.000 __init__.py:884(<lambda>)
       31    0.002    0.000    0.019    0.001 __init__.py:884(_rc_params_in_file)
        1    0.000    0.000    0.000    0.000 __init__.py:885(MetadataPathFinder)
        1    0.000    0.000    0.000    0.000 __init__.py:886(find_distributions)
        1    0.000    0.000    0.000    0.000 __init__.py:899(_search_paths)
        2    0.000    0.000    0.000    0.000 __init__.py:902(createLock)
        9    0.000    0.000    0.003    0.000 __init__.py:903(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:911(PathDistribution)
        1    0.000    0.000    0.000    0.000 __init__.py:912(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:919(read_text)
        1    0.000    0.000    0.000    0.000 __init__.py:926(setLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:931(locate_file)
        1    0.000    0.000    0.003    0.003 __init__.py:963(distribution)
        1    0.000    0.000    0.000    0.000 __init__.py:973(setFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:99(version_info)
        1    0.000    0.000    0.000    0.000 __version__.py:1(<module>)
        2    0.000    0.000    0.003    0.002 _adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _adapters.py:19(TraversableResourcesLoader)
        1    0.000    0.000    0.000    0.000 _adapters.py:31(DegenerateFiles)
        1    0.000    0.000    0.000    0.000 _adapters.py:37(Path)
        1    0.000    0.000    0.000    0.000 _adapters.py:6(SpecLoaderAdapter)
        1    0.000    0.000    0.000    0.000 _adapters.py:8(Message)
        1    0.000    0.000    0.000    0.000 _add_docstring.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _add_docstring.py:11(add_newdoc)
        1    0.000    0.000    0.000    0.000 _add_docstring.py:27(_parse_docstrings)
        2    0.000    0.000    0.002    0.001 _add_newdocs.py:1(<module>)
       50    0.000    0.000    0.000    0.000 _add_newdocs.py:6637(refer_to_array_attribute)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
       18    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:54(_get_platform_and_machine)
       25    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:71(add_newdoc_for_scalar_type)
       42    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:83(<genexpr>)
        1    0.000    0.000    0.001    0.001 _afm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _afm.py:358(AFM)
        2    0.000    0.000    0.002    0.001 _aliases.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _aliases.py:152(UniqueAllResult)
        1    0.000    0.000    0.000    0.000 _aliases.py:159(UniqueCountsResult)
        1    0.000    0.000    0.000    0.000 _aliases.py:164(UniqueInverseResult)
        1    0.000    0.000    0.049    0.049 _array_api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:29(__array_namespace_info__)
        1    0.000    0.000    0.004    0.004 _array_like.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _array_like.py:48(_SupportsArray)
        1    0.000    0.000    0.000    0.000 _array_like.py:53(_SupportsArrayFunc)
        1    0.000    0.000    0.000    0.000 _array_like.py:93(_Buffer)
        1    0.000    0.000    0.000    0.000 _array_utils_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _arraypad_impl.py:1(<module>)
       32    0.000    0.000    0.000    0.000 _arraypad_impl.py:109(<genexpr>)
       32    0.000    0.000    0.000    0.000 _arraypad_impl.py:120(<genexpr>)
       16    0.000    0.000    0.000    0.000 _arraypad_impl.py:129(_set_pad_area)
       32    0.000    0.000    0.000    0.000 _arraypad_impl.py:33(_slice_at_axis)
       32    0.000    0.000    0.000    0.000 _arraypad_impl.py:470(_as_pairs)
       16    0.000    0.000    0.000    0.000 _arraypad_impl.py:537(_pad_dispatcher)
       16    0.000    0.000    0.000    0.000 _arraypad_impl.py:545(pad)
       16    0.000    0.000    0.000    0.000 _arraypad_impl.py:58(_view_roi)
       16    0.000    0.000    0.000    0.000 _arraypad_impl.py:86(_pad_simple)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:132(_unpack_tuple)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:140(_unique_dispatcher)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:145(unique)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:339(_unique1d)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:387(UniqueAllResult)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:394(UniqueCountsResult)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:399(UniqueInverseResult)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:16(Arrayterator)
        1    0.000    0.000    0.000    0.000 _arraytools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        1    0.000    0.000    0.040    0.040 _axes.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _axes.py:49(_make_axes_method)
        1    0.000    0.000    0.014    0.014 _axes.py:67(Axes)
        1    0.000    0.000    0.000    0.000 _axis_nan_policy.py:1(<module>)
       54    0.000    0.000    0.000    0.000 _axis_nan_policy.py:290(_get_axis_params)
       54    0.000    0.000    0.001    0.000 _axis_nan_policy.py:339(_axis_nan_policy_factory)
        1    0.000    0.000    0.000    0.000 _axis_nan_policy.py:37(SmallSampleWarning)
       54    0.001    0.000    0.034    0.001 _axis_nan_policy.py:425(axis_nan_policy_decorator)
       54    0.000    0.000    0.000    0.000 _axis_nan_policy.py:666(<listcomp>)
        2    0.000    0.000    0.001    0.000 _backend.py:1(<module>)
       28    0.000    0.000    0.002    0.000 _backend.py:174(generate_multimethod)
       28    0.000    0.000    0.002    0.000 _backend.py:312(get_defaults)
        1    0.000    0.000    0.000    0.000 _backend.py:330(set_global_backend)
        1    0.000    0.000    0.000    0.000 _backend.py:36(_backend_from_arg)
        1    0.000    0.000    0.000    0.000 _backend.py:412(Dispatchable)
        1    0.000    0.000    0.000    0.000 _backend.py:51(set_global_backend)
        1    0.000    0.000    0.000    0.000 _backend.py:7(_ScipyBackend)
        1    0.000    0.000    0.000    0.000 _bary_rational.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bary_rational.py:196(AAA)
        1    0.000    0.000    0.000    0.000 _bary_rational.py:36(_BarycentricRational)
        1    0.000    0.000    0.000    0.000 _bary_rational.py:599(FloaterHormannInterpolator)
        4    0.000    0.000    0.081    0.020 _base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:113(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:1381(sparray)
        1    0.000    0.000    0.000    0.000 _base.py:143(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 _base.py:1463(ArtistList)
        1    0.000    0.000    0.000    0.000 _base.py:15(SparseWarning)
        1    0.000    0.000    0.000    0.000 _base.py:154(FixedRule)
        1    0.000    0.000    0.000    0.000 _base.py:19(SparseFormatWarning)
        1    0.000    0.000    0.000    0.000 _base.py:204(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 _base.py:23(SparseEfficiencyWarning)
        1    0.000    0.000    0.000    0.000 _base.py:245(NestedFixedRule)
        1    0.000    0.000    0.000    0.000 _base.py:327(Future)
        1    0.000    0.000    0.000    0.000 _base.py:35(_axis_method_wrapper)
        1    0.000    0.000    0.000    0.000 _base.py:352(ProductNestedFixed)
        1    0.000    0.000    0.000    0.000 _base.py:45(Error)
        1    0.000    0.000    0.000    0.000 _base.py:49(CancelledError)
       44    0.000    0.000    0.001    0.000 _base.py:52(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:53(TimeoutError)
        1    0.000    0.000    0.000    0.000 _base.py:549(_AxesBase)
        1    0.000    0.000    0.000    0.000 _base.py:561(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _base.py:57(InvalidStateError)
        1    0.000    0.000    0.000    0.000 _base.py:571(Executor)
        1    0.000    0.000    0.000    0.000 _base.py:6(Rule)
        1    0.000    0.000    0.000    0.000 _base.py:61(_Waiter)
        1    0.000    0.000    0.000    0.000 _base.py:61(_spbase)
        1    0.000    0.000    0.000    0.000 _base.py:653(BrokenExecutor)
       44    0.000    0.000    0.001    0.000 _base.py:67(__set_name__)
        1    0.000    0.000    0.000    0.000 _base.py:76(_AsCompletedWaiter)
        9    0.000    0.000    0.022    0.002 _base.py:783(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _base.py:96(_TransformedBoundsLocator)
        1    0.000    0.000    0.000    0.000 _base.py:98(_FirstCompletedWaiter)
        3    0.000    0.000    0.005    0.002 _basic.py:1(<module>)
       28    0.000    0.000    0.002    0.000 _basic.py:16(_dispatch)
        1    0.000    0.000    0.000    0.000 _basic.py:2828(_range_prod)
        5    0.000    0.000    0.000    0.000 _basic.py:3012(_is_subdtype)
        5    0.000    0.000    0.000    0.000 _basic.py:3034(<listcomp>)
       12    0.000    0.000    0.000    0.000 _basic.py:3035(<genexpr>)
        2    0.000    0.000    0.000    0.000 _basic.py:3038(_factorialx_wrapper)
        2    0.000    0.000    0.000    0.000 _basic.py:3193(factorial2)
        1    0.000    0.000    0.000    0.000 _basic.py:32(<dictcomp>)
       28    0.000    0.000    0.000    0.000 _basic.py:32(<listcomp>)
        1    0.000    0.000    0.000    0.000 _basic_backend.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _basinhopping.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:18(Storage)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:192(AdaptiveStepsize)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:258(RandomDisplacement)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:281(MinimizerWrapper)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:297(Metropolis)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:41(BasinHoppingRunner)
        1    0.000    0.000    0.000    0.000 _binary.py:1(<module>)
